"","ID","TRANSECT","SPECIES","TUBEX","YEAR","HEIGHT"
"1257",384,14,"Black Walnut",0,2010,1.4
"1258",384,14,"Black Walnut",0,2006,1.25
"1259",384,14,"Black Walnut",0,2002,1.1
"1260",384,14,"Black Walnut",0,1999,0.8
"1261",384,14,"Black Walnut",0,1997,0.685
"1262",384,14,"Black Walnut",0,1995,0.6
"1263",384,14,"Black Walnut",0,1993,0.546
"1264",384,14,"Black Walnut",0,1992,0.483
"1265",384,14,"Black Walnut",0,1991,0.44
"1266",384,14,"Black Walnut",0,1990,0.429
"1267",385,14,"Black Walnut",0,2010,6.1
"1268",385,14,"Black Walnut",0,2006,3.5
"1269",385,14,"Black Walnut",0,2002,2.2
"1270",385,14,"Black Walnut",0,1999,1.77
"1271",385,14,"Black Walnut",0,1997,1.09
"1272",385,14,"Black Walnut",0,1995,0.56
"1273",385,14,"Black Walnut",0,1993,0.41
"1274",385,14,"Black Walnut",0,1992,0.39
"1275",385,14,"Black Walnut",0,1991,0.318
"1276",385,14,"Black Walnut",0,1990,0.282
"1277",386,14,"Black Walnut",0,2010,2
"1278",386,14,"Black Walnut",0,2006,1.9
"1279",386,14,"Black Walnut",0,2002,1.75
"1280",386,14,"Black Walnut",0,1999,1.48
"1281",386,14,"Black Walnut",0,1997,1.03
"1282",386,14,"Black Walnut",0,1995,0.647
"1283",386,14,"Black Walnut",0,1993,0.51
"1284",386,14,"Black Walnut",0,1992,0.442
"1285",386,14,"Black Walnut",0,1991,0.408
"1286",386,14,"Black Walnut",0,1990,0.315
"1287",387,14,"Black Walnut",0,2010,2.4
"1288",387,14,"Black Walnut",0,2006,2.25
"1289",387,14,"Black Walnut",0,2002,1.94
"1290",387,14,"Black Walnut",0,1999,1.5
"1291",387,14,"Black Walnut",0,1997,1.25
"1292",387,14,"Black Walnut",0,1995,0.683
"1293",387,14,"Black Walnut",0,1993,0.379
"1294",387,14,"Black Walnut",0,1992,0.329
"1295",387,14,"Black Walnut",0,1991,0.328
"1296",387,14,"Black Walnut",0,1990,0.27
"1297",388,14,"Black Walnut",0,2010,5.1
"1298",388,14,"Black Walnut",0,2006,3.5
"1299",388,14,"Black Walnut",0,2002,3.4
"1300",388,14,"Black Walnut",0,1999,2.48
"1301",388,14,"Black Walnut",0,1997,1.67
"1302",388,14,"Black Walnut",0,1995,0.901
"1303",388,14,"Black Walnut",0,1993,0.46
"1304",388,14,"Black Walnut",0,1992,0.41
"1305",388,14,"Black Walnut",0,1991,0.325
"1306",388,14,"Black Walnut",0,1990,0.26
"1307",389,14,"Black Walnut",0,2010,2.2
"1308",389,14,"Black Walnut",0,2006,2
"1309",389,14,"Black Walnut",0,2002,1.6
"1310",389,14,"Black Walnut",0,1992,0.491
"1311",389,14,"Black Walnut",0,1991,0.361
"1312",389,14,"Black Walnut",0,1990,0.32
"1313",390,14,"Black Walnut",0,2010,2
"1314",390,14,"Black Walnut",0,2006,1.77
"1315",390,14,"Black Walnut",0,2002,1.37
"1316",390,14,"Black Walnut",0,1999,0.83
"1317",390,14,"Black Walnut",0,1997,0.7
"1318",390,14,"Black Walnut",0,1993,0.471
"1319",390,14,"Black Walnut",0,1992,0.444
"1320",390,14,"Black Walnut",0,1991,0.37
"1321",390,14,"Black Walnut",0,1990,0.354
"1322",391,14,"Black Walnut",0,2010,3.1
"1323",391,14,"Black Walnut",0,2006,2.4
"1324",391,14,"Black Walnut",0,2002,2
"1325",391,14,"Black Walnut",0,1999,1.36
"1326",391,14,"Black Walnut",0,1997,1.03
"1327",391,14,"Black Walnut",0,1995,0.797
"1328",391,14,"Black Walnut",0,1993,0.632
"1329",391,14,"Black Walnut",0,1992,0.48
"1330",391,14,"Black Walnut",0,1991,0.37
"1331",391,14,"Black Walnut",0,1990,0.315
"1332",392,14,"Black Walnut",0,2010,2.2
"1333",392,14,"Black Walnut",0,2006,1.9
"1334",392,14,"Black Walnut",0,2002,1.4
"1335",392,14,"Black Walnut",0,1997,0.63
"1336",392,14,"Black Walnut",0,1993,0.38
"1337",392,14,"Black Walnut",0,1992,0.329
"1338",392,14,"Black Walnut",0,1991,0.27
"1339",392,14,"Black Walnut",0,1990,0.125
"1340",394,14,"Black Walnut",0,2010,1.6
"1341",394,14,"Black Walnut",0,2006,1.46
"1342",394,14,"Black Walnut",0,2002,1.23
"1343",394,14,"Black Walnut",0,1999,1.16
"1344",394,14,"Black Walnut",0,1997,0.8
"1345",394,14,"Black Walnut",0,1995,0.791
"1346",394,14,"Black Walnut",0,1993,0.496
"1347",394,14,"Black Walnut",0,1992,0.41
"1348",394,14,"Black Walnut",0,1991,0.365
"1349",394,14,"Black Walnut",0,1990,0.343
"1350",397,14,"Black Walnut",0,2010,5.5
"1351",397,14,"Black Walnut",0,2006,3.4
"1352",397,14,"Black Walnut",0,2002,2.3
"1353",397,14,"Black Walnut",0,1999,1.44
"1354",397,14,"Black Walnut",0,1997,1.32
"1355",397,14,"Black Walnut",0,1993,0.996
"1356",397,14,"Black Walnut",0,1992,0.9
"1357",397,14,"Black Walnut",0,1991,0.618
"1358",397,14,"Black Walnut",0,1990,0.49
"1359",398,14,"Black Walnut",0,2010,2.2
"1360",398,14,"Black Walnut",0,2006,1.4
"1361",398,14,"Black Walnut",0,2002,1
"1362",398,14,"Black Walnut",0,1999,0.95
"1363",398,14,"Black Walnut",0,1997,0.77
"1364",398,14,"Black Walnut",0,1995,0.686
"1365",398,14,"Black Walnut",0,1993,0.64
"1366",398,14,"Black Walnut",0,1992,0.534
"1367",398,14,"Black Walnut",0,1991,0.332
"1368",398,14,"Black Walnut",0,1990,0.2
"1369",400,14,"Black Walnut",0,2010,1.5
"1370",400,14,"Black Walnut",0,2006,1.36
"1371",400,14,"Black Walnut",0,2002,1.2
"1372",400,14,"Black Walnut",0,1999,1.03
"1373",400,14,"Black Walnut",0,1997,0.66
"1374",400,14,"Black Walnut",0,1995,0.523
"1375",400,14,"Black Walnut",0,1993,0.282
"1376",400,14,"Black Walnut",0,1992,0.28
"1377",400,14,"Black Walnut",0,1991,0.229
"1378",402,14,"Black Walnut",0,2010,5.8
"1379",402,14,"Black Walnut",0,2006,4
"1380",402,14,"Black Walnut",0,2002,3.05
"1381",402,14,"Black Walnut",0,1999,2.3
"1382",402,14,"Black Walnut",0,1997,1.23
"1383",402,14,"Black Walnut",0,1995,0.826
"1384",402,14,"Black Walnut",0,1993,0.667
"1385",402,14,"Black Walnut",0,1992,0.464
"1386",402,14,"Black Walnut",0,1991,0.354
"1387",402,14,"Black Walnut",0,1990,0.33
"1388",450,18,"Black Walnut",1,2010,1.3
"1389",450,18,"Black Walnut",1,2006,1.12
"1390",450,18,"Black Walnut",1,2002,1
"1391",450,18,"Black Walnut",1,1999,1
"1392",450,18,"Black Walnut",1,1997,0.66
"1393",450,18,"Black Walnut",1,1993,0.41
"1394",450,18,"Black Walnut",1,1992,0.248
"1395",450,18,"Black Walnut",1,1991,0.214
"1396",450,18,"Black Walnut",1,1990,0.174
"1397",451,18,"Black Walnut",1,2010,1.2
"1398",451,18,"Black Walnut",1,2006,1.13
"1399",451,18,"Black Walnut",1,2002,1.07
"1400",451,18,"Black Walnut",1,1999,0.9
"1401",451,18,"Black Walnut",1,1997,0.8
"1402",451,18,"Black Walnut",1,1993,0.413
"1403",451,18,"Black Walnut",1,1992,0.37
"1404",451,18,"Black Walnut",1,1991,0.342
"1405",451,18,"Black Walnut",1,1990,0.289
"1406",453,18,"Black Walnut",1,2010,3.5
"1407",453,18,"Black Walnut",1,2006,3.2
"1408",453,18,"Black Walnut",1,2002,2.25
"1409",453,18,"Black Walnut",1,1999,1.78
"1410",453,18,"Black Walnut",1,1997,1.08
"1411",453,18,"Black Walnut",1,1993,0.653
"1412",453,18,"Black Walnut",1,1992,0.528
"1413",453,18,"Black Walnut",1,1991,0.395
"1414",453,18,"Black Walnut",1,1990,0.205
"1415",458,18,"Black Walnut",1,2010,1.8
"1416",458,18,"Black Walnut",1,2006,1.5
"1417",458,18,"Black Walnut",1,2002,1.4
"1418",458,18,"Black Walnut",1,1999,1.38
"1419",458,18,"Black Walnut",1,1997,1.02
"1420",458,18,"Black Walnut",1,1993,0.558
"1421",458,18,"Black Walnut",1,1992,0.51
"1422",458,18,"Black Walnut",1,1991,0.42
"1423",458,18,"Black Walnut",1,1990,0.29
"1424",560,22,"Black Walnut",0,2010,1.8
"1425",560,22,"Black Walnut",0,2002,1.5
"1426",560,22,"Black Walnut",0,1999,1.35
"1427",560,22,"Black Walnut",0,1992,0.447
"1428",560,22,"Black Walnut",0,1991,0.4
"1429",560,22,"Black Walnut",0,1990,0.295
"1430",564,22,"Black Walnut",0,2010,2.4
"1431",564,22,"Black Walnut",0,2006,1.9
"1432",564,22,"Black Walnut",0,2002,1.4
"1433",564,22,"Black Walnut",0,1999,1.22
"1434",564,22,"Black Walnut",0,1993,0.739
"1435",564,22,"Black Walnut",0,1992,0.655
"1436",564,22,"Black Walnut",0,1991,0.549
"1437",564,22,"Black Walnut",0,1990,0.39
"1438",569,22,"Black Walnut",0,2010,3.2
"1439",569,22,"Black Walnut",0,2006,2.3
"1440",569,22,"Black Walnut",0,2002,2.15
"1441",569,22,"Black Walnut",0,1999,1.61
"1442",569,22,"Black Walnut",0,1997,1.3
"1443",569,22,"Black Walnut",0,1995,0.787
"1444",569,22,"Black Walnut",0,1993,0.665
"1445",569,22,"Black Walnut",0,1992,0.569
"1446",569,22,"Black Walnut",0,1991,0.34
"1447",569,22,"Black Walnut",0,1990,0.27
"1448",571,22,"Black Walnut",0,2010,6.7
"1449",571,22,"Black Walnut",0,2006,4.6
"1450",571,22,"Black Walnut",0,2002,3.05
"1451",571,22,"Black Walnut",0,1999,1.54
"1452",571,22,"Black Walnut",0,1997,1.24
"1453",571,22,"Black Walnut",0,1995,0.912
"1454",571,22,"Black Walnut",0,1993,0.529
"1455",571,22,"Black Walnut",0,1992,0.47
"1456",571,22,"Black Walnut",0,1991,0.394
"1457",571,22,"Black Walnut",0,1990,0.271
"1458",572,22,"Black Walnut",0,2010,18.2
"1459",572,22,"Black Walnut",0,2006,5.7
"1460",572,22,"Black Walnut",0,2002,4.75
"1461",572,22,"Black Walnut",0,1999,2.09
"1462",572,22,"Black Walnut",0,1997,1.96
"1463",572,22,"Black Walnut",0,1995,0.719
"1464",572,22,"Black Walnut",0,1993,0.46
"1465",572,22,"Black Walnut",0,1992,0.45
"1466",572,22,"Black Walnut",0,1991,0.375
"1467",572,22,"Black Walnut",0,1990,0.354
"1468",574,22,"Black Walnut",0,2010,4.5
"1469",574,22,"Black Walnut",0,2006,3
"1470",574,22,"Black Walnut",0,2002,1.85
"1471",574,22,"Black Walnut",0,1999,1.35
"1472",574,22,"Black Walnut",0,1997,0.86
"1473",574,22,"Black Walnut",0,1995,0.625
"1474",574,22,"Black Walnut",0,1993,0.447
"1475",574,22,"Black Walnut",0,1992,0.364
"1476",574,22,"Black Walnut",0,1991,0.303
"1477",574,22,"Black Walnut",0,1990,0.24
"1478",577,22,"Black Walnut",0,2010,7.5
"1479",577,22,"Black Walnut",0,2006,4.4
"1480",577,22,"Black Walnut",0,2002,2.9
"1481",577,22,"Black Walnut",0,1999,1.76
"1482",577,22,"Black Walnut",0,1997,1.37
"1483",577,22,"Black Walnut",0,1995,0.73
"1484",577,22,"Black Walnut",0,1993,0.569
"1485",577,22,"Black Walnut",0,1992,0.552
"1486",577,22,"Black Walnut",0,1991,0.349
"1487",577,22,"Black Walnut",0,1990,0.29
"1488",579,22,"Black Walnut",0,2010,9.4
"1489",579,22,"Black Walnut",0,2002,4.45
"1490",579,22,"Black Walnut",0,1999,1.95
"1491",579,22,"Black Walnut",0,1997,1.42
"1492",579,22,"Black Walnut",0,1995,0.773
"1493",579,22,"Black Walnut",0,1993,0.432
"1494",579,22,"Black Walnut",0,1992,0.426
"1495",579,22,"Black Walnut",0,1991,0.383
"1496",579,22,"Black Walnut",0,1990,0.275
"1497",580,22,"Black Walnut",0,2010,6.9
"1498",580,22,"Black Walnut",0,2006,3
"1499",580,22,"Black Walnut",0,2002,1.9
"1500",580,22,"Black Walnut",0,1999,1.43
"1501",580,22,"Black Walnut",0,1997,0.95
"1502",580,22,"Black Walnut",0,1995,0.701
"1503",580,22,"Black Walnut",0,1993,0.66
"1504",580,22,"Black Walnut",0,1992,0.535
"1505",580,22,"Black Walnut",0,1991,0.421
"1506",580,22,"Black Walnut",0,1990,0.37
"1507",581,22,"Black Walnut",0,2010,9.4
"1508",581,22,"Black Walnut",0,2006,5.4
"1509",581,22,"Black Walnut",0,2002,4.95
"1510",581,22,"Black Walnut",0,1999,2.43
"1511",581,22,"Black Walnut",0,1997,1.75
"1512",581,22,"Black Walnut",0,1995,1.136
"1513",581,22,"Black Walnut",0,1993,0.774
"1514",581,22,"Black Walnut",0,1992,0.682
"1515",581,22,"Black Walnut",0,1991,0.457
"1516",581,22,"Black Walnut",0,1990,0.38
"1517",582,22,"Black Walnut",0,2010,5.6
"1518",582,22,"Black Walnut",0,2006,3.5
"1519",582,22,"Black Walnut",0,2002,2.85
"1520",582,22,"Black Walnut",0,1999,1.53
"1521",582,22,"Black Walnut",0,1995,0.647
"1522",582,22,"Black Walnut",0,1993,0.585
"1523",582,22,"Black Walnut",0,1992,0.56
"1524",582,22,"Black Walnut",0,1991,0.535
"1525",582,22,"Black Walnut",0,1990,0.41
"1526",583,22,"Black Walnut",0,2010,7.4
"1527",583,22,"Black Walnut",0,2002,4.25
"1528",583,22,"Black Walnut",0,1999,2.57
"1529",583,22,"Black Walnut",0,1997,1.76
"1530",583,22,"Black Walnut",0,1995,0.801
"1531",583,22,"Black Walnut",0,1993,0.633
"1532",583,22,"Black Walnut",0,1992,0.53
"1533",583,22,"Black Walnut",0,1991,0.393
"1534",583,22,"Black Walnut",0,1990,0.35
"1535",584,22,"Black Walnut",0,2010,6.6
"1536",584,22,"Black Walnut",0,2006,3.9
"1537",584,22,"Black Walnut",0,2002,3.55
"1538",584,22,"Black Walnut",0,1999,2.17
"1539",584,22,"Black Walnut",0,1997,1.32
"1540",584,22,"Black Walnut",0,1995,0.873
"1541",584,22,"Black Walnut",0,1993,0.79
"1542",584,22,"Black Walnut",0,1992,0.524
"1543",584,22,"Black Walnut",0,1991,0.514
"1544",584,22,"Black Walnut",0,1990,0.46
"1545",585,22,"Black Walnut",0,2010,2.7
"1546",585,22,"Black Walnut",0,2006,2.4
"1547",585,22,"Black Walnut",0,2002,2.15
"1548",585,22,"Black Walnut",0,1999,1.85
"1549",585,22,"Black Walnut",0,1997,1.25
"1550",585,22,"Black Walnut",0,1995,0.785
"1551",585,22,"Black Walnut",0,1993,0.757
"1552",585,22,"Black Walnut",0,1992,0.7
"1553",585,22,"Black Walnut",0,1991,0.571
"1554",585,22,"Black Walnut",0,1990,0.485
"1555",587,22,"Black Walnut",0,2010,9.3
"1556",587,22,"Black Walnut",0,2006,5
"1557",587,22,"Black Walnut",0,2002,4.85
"1558",587,22,"Black Walnut",0,1999,2
"1559",587,22,"Black Walnut",0,1997,0.93
"1560",587,22,"Black Walnut",0,1995,0.46
"1561",587,22,"Black Walnut",0,1993,0.41
"1562",587,22,"Black Walnut",0,1992,0.395
"1563",587,22,"Black Walnut",0,1991,0.324
"1564",587,22,"Black Walnut",0,1990,0.314
"1565",606,26,"Black Walnut",0,2010,4.4
"1566",606,26,"Black Walnut",0,2006,4
"1567",606,26,"Black Walnut",0,2002,3.8
"1568",606,26,"Black Walnut",0,1999,2.28
"1569",606,26,"Black Walnut",0,1997,1.85
"1570",606,26,"Black Walnut",0,1995,1.365
"1571",606,26,"Black Walnut",0,1993,0.984
"1572",606,26,"Black Walnut",0,1992,0.807
"1573",606,26,"Black Walnut",0,1991,0.59
"1574",606,26,"Black Walnut",0,1990,0.27
"1575",608,26,"Black Walnut",0,2010,4
"1576",608,26,"Black Walnut",0,2006,3.7
"1577",608,26,"Black Walnut",0,2002,3.1
"1578",608,26,"Black Walnut",0,1999,2.1
"1579",608,26,"Black Walnut",0,1995,0.82
"1580",608,26,"Black Walnut",0,1993,0.702
"1581",608,26,"Black Walnut",0,1992,0.57
"1582",608,26,"Black Walnut",0,1991,0.456
"1583",608,26,"Black Walnut",0,1990,0.33
"1584",610,26,"Black Walnut",0,2006,6.3
"1585",610,26,"Black Walnut",0,2002,6.3
"1586",610,26,"Black Walnut",0,1999,3.3
"1587",610,26,"Black Walnut",0,1997,2.7
"1588",610,26,"Black Walnut",0,1995,2.017
"1589",610,26,"Black Walnut",0,1993,1.127
"1590",610,26,"Black Walnut",0,1992,0.81
"1591",610,26,"Black Walnut",0,1991,0.555
"1592",610,26,"Black Walnut",0,1990,0.385
"1593",613,26,"Black Walnut",0,2010,7.6
"1594",613,26,"Black Walnut",0,2006,6.3
"1595",613,26,"Black Walnut",0,2002,6
"1596",613,26,"Black Walnut",0,1999,2.54
"1597",613,26,"Black Walnut",0,1997,1.81
"1598",613,26,"Black Walnut",0,1993,0.996
"1599",613,26,"Black Walnut",0,1992,0.734
"1600",613,26,"Black Walnut",0,1991,0.375
"1601",613,26,"Black Walnut",0,1990,0.34
"1602",614,26,"Black Walnut",0,2010,3.9
"1603",614,26,"Black Walnut",0,2006,3.5
"1604",614,26,"Black Walnut",0,2002,3.2
"1605",614,26,"Black Walnut",0,1999,1.92
"1606",614,26,"Black Walnut",0,1997,1.26
"1607",614,26,"Black Walnut",0,1995,0.697
"1608",614,26,"Black Walnut",0,1993,0.534
"1609",614,26,"Black Walnut",0,1992,0.424
"1610",614,26,"Black Walnut",0,1991,0.388
"1611",614,26,"Black Walnut",0,1990,0.37
"1612",615,26,"Black Walnut",0,2010,4.2
"1613",615,26,"Black Walnut",0,2006,3.4
"1614",615,26,"Black Walnut",0,2002,2.85
"1615",615,26,"Black Walnut",0,1999,1.89
"1616",615,26,"Black Walnut",0,1997,0.79
"1617",615,26,"Black Walnut",0,1992,0.29
"1618",615,26,"Black Walnut",0,1991,0.24
"1619",615,26,"Black Walnut",0,1990,0.212
"1620",618,26,"Black Walnut",0,2010,5.2
"1621",618,26,"Black Walnut",0,2006,4.1
"1622",618,26,"Black Walnut",0,2002,3.15
"1623",618,26,"Black Walnut",0,1999,1.75
"1624",618,26,"Black Walnut",0,1997,1.16
"1625",618,26,"Black Walnut",0,1995,0.76
"1626",618,26,"Black Walnut",0,1993,0.468
"1627",618,26,"Black Walnut",0,1992,0.4
"1628",618,26,"Black Walnut",0,1991,0.343
"1629",618,26,"Black Walnut",0,1990,0.188
"1630",619,26,"Black Walnut",0,2010,3.1
"1631",619,26,"Black Walnut",0,2006,2.2
"1632",619,26,"Black Walnut",0,2002,1.8
"1633",619,26,"Black Walnut",0,1999,1.17
"1634",619,26,"Black Walnut",0,1997,0.66
"1635",619,26,"Black Walnut",0,1995,0.46
"1636",619,26,"Black Walnut",0,1993,0.415
"1637",619,26,"Black Walnut",0,1992,0.37
"1638",619,26,"Black Walnut",0,1991,0.266
"1639",619,26,"Black Walnut",0,1990,0.227
"1640",620,26,"Black Walnut",0,2010,3.8
"1641",620,26,"Black Walnut",0,2006,3
"1642",620,26,"Black Walnut",0,2002,2.4
"1643",620,26,"Black Walnut",0,1999,1.72
"1644",620,26,"Black Walnut",0,1997,1.14
"1645",620,26,"Black Walnut",0,1995,0.691
"1646",620,26,"Black Walnut",0,1993,0.394
"1647",620,26,"Black Walnut",0,1992,0.367
"1648",620,26,"Black Walnut",0,1991,0.35
"1649",620,26,"Black Walnut",0,1990,0.277
"1650",621,26,"Black Walnut",0,2010,2.2
"1651",621,26,"Black Walnut",0,2006,2
"1652",621,26,"Black Walnut",0,2002,1.8
"1653",621,26,"Black Walnut",0,1999,1.42
"1654",621,26,"Black Walnut",0,1997,1.02
"1655",621,26,"Black Walnut",0,1995,0.8
"1656",621,26,"Black Walnut",0,1993,0.395
"1657",621,26,"Black Walnut",0,1992,0.39
"1658",621,26,"Black Walnut",0,1991,0.385
"1659",621,26,"Black Walnut",0,1990,0.373
"1660",622,26,"Black Walnut",0,2010,6.4
"1661",622,26,"Black Walnut",0,2006,3.9
"1662",622,26,"Black Walnut",0,2002,2.55
"1663",622,26,"Black Walnut",0,1999,1.66
"1664",622,26,"Black Walnut",0,1997,1.18
"1665",622,26,"Black Walnut",0,1995,0.718
"1666",622,26,"Black Walnut",0,1993,0.692
"1667",622,26,"Black Walnut",0,1992,0.46
"1668",622,26,"Black Walnut",0,1991,0.245
"1669",622,26,"Black Walnut",0,1990,0.23
"1670",623,26,"Black Walnut",0,2010,6.3
"1671",623,26,"Black Walnut",0,2006,4.8
"1672",623,26,"Black Walnut",0,2002,3.25
"1673",623,26,"Black Walnut",0,1999,2.24
"1674",623,26,"Black Walnut",0,1997,1.41
"1675",623,26,"Black Walnut",0,1995,0.859
"1676",623,26,"Black Walnut",0,1993,0.52
"1677",623,26,"Black Walnut",0,1992,0.31
"1678",623,26,"Black Walnut",0,1991,0.291
"1679",623,26,"Black Walnut",0,1990,0.239
"1680",625,26,"Black Walnut",0,2010,3.7
"1681",625,26,"Black Walnut",0,2006,3
"1682",625,26,"Black Walnut",0,2002,2.25
"1683",625,26,"Black Walnut",0,1999,1.53
"1684",625,26,"Black Walnut",0,1997,0.99
"1685",625,26,"Black Walnut",0,1995,0.848
"1686",625,26,"Black Walnut",0,1993,0.585
"1687",625,26,"Black Walnut",0,1992,0.441
"1688",625,26,"Black Walnut",0,1991,0.368
"1689",625,26,"Black Walnut",0,1990,0.3
"1690",626,26,"Black Walnut",0,2010,1.5
"1691",626,26,"Black Walnut",0,2006,1.2
"1692",626,26,"Black Walnut",0,2002,1.05
"1693",626,26,"Black Walnut",0,1999,0.94
"1694",626,26,"Black Walnut",0,1997,0.84
"1695",626,26,"Black Walnut",0,1995,0.683
"1696",626,26,"Black Walnut",0,1993,0.4
"1697",626,26,"Black Walnut",0,1992,0.368
"1698",626,26,"Black Walnut",0,1991,0.35
"1699",626,26,"Black Walnut",0,1990,0.315
"1700",628,26,"Black Walnut",0,2010,7.6
"1701",628,26,"Black Walnut",0,2006,5.6
"1702",628,26,"Black Walnut",0,2002,3.9
"1703",628,26,"Black Walnut",0,1992,0.517
"1704",628,26,"Black Walnut",0,1991,0.405
"1705",628,26,"Black Walnut",0,1990,0.377
"1706",629,26,"Black Walnut",0,2010,0.8
"1707",629,26,"Black Walnut",0,2006,0.7
"1708",629,26,"Black Walnut",0,1995,0.575
"1709",629,26,"Black Walnut",0,1993,0.445
"1710",629,26,"Black Walnut",0,1992,0.385
"1711",629,26,"Black Walnut",0,1991,0.306
"1712",629,26,"Black Walnut",0,1990,0.22
"1713",630,26,"Black Walnut",0,2002,0.67
"1714",630,26,"Black Walnut",0,1999,0.55
"1715",630,26,"Black Walnut",0,1997,0.37
"1716",630,26,"Black Walnut",0,1995,0.342
"1717",630,26,"Black Walnut",0,1993,0.303
"1718",630,26,"Black Walnut",0,1992,0.29
"1719",630,26,"Black Walnut",0,1991,0.261
"1720",630,26,"Black Walnut",0,1990,0.215
"1721",631,26,"Black Walnut",0,2010,1.8
"1722",631,26,"Black Walnut",0,2006,1.6
"1723",631,26,"Black Walnut",0,2002,1.3
"1724",631,26,"Black Walnut",0,1999,1.17
"1725",631,26,"Black Walnut",0,1997,0.99
"1726",631,26,"Black Walnut",0,1995,0.789
"1727",631,26,"Black Walnut",0,1993,0.456
"1728",631,26,"Black Walnut",0,1992,0.405
"1729",631,26,"Black Walnut",0,1991,0.335
"1730",631,26,"Black Walnut",0,1990,0.23
"1731",657,1,"Black Walnut",0,2006,0.79
"1732",657,1,"Black Walnut",0,2002,0.72
"1733",657,1,"Black Walnut",0,1999,0.68
"1734",657,1,"Black Walnut",0,1997,0.56
"1735",657,1,"Black Walnut",0,1992,0.17
"1736",657,1,"Black Walnut",0,1991,0.106
"1737",666,14,"Black Walnut",0,2010,2.2
"1738",666,14,"Black Walnut",0,2006,1.8
"1739",666,14,"Black Walnut",0,2002,1.4
"1740",666,14,"Black Walnut",0,1999,0.96
"1741",666,14,"Black Walnut",0,1997,0.68
"1742",666,14,"Black Walnut",0,1995,0.625
"1743",666,14,"Black Walnut",0,1993,0.55
"1744",666,14,"Black Walnut",0,1992,0.371
"1745",666,14,"Black Walnut",0,1991,0.348
"1746",667,14,"Black Walnut",0,2010,2.3
"1747",667,14,"Black Walnut",0,2006,2
"1748",667,14,"Black Walnut",0,2002,1.75
"1749",667,14,"Black Walnut",0,1999,1.39
"1750",667,14,"Black Walnut",0,1997,1.3
"1751",667,14,"Black Walnut",0,1995,0.848
"1752",667,14,"Black Walnut",0,1993,0.543
"1753",667,14,"Black Walnut",0,1992,0.435
"1754",667,14,"Black Walnut",0,1991,0.314
"1755",668,14,"Black Walnut",0,2010,2.3
"1756",668,14,"Black Walnut",0,2006,1.87
"1757",668,14,"Black Walnut",0,2002,1.7
"1758",668,14,"Black Walnut",0,1999,1.669
"1759",668,14,"Black Walnut",0,1997,1.32
"1760",668,14,"Black Walnut",0,1995,0.86
"1761",668,14,"Black Walnut",0,1993,0.733
"1762",668,14,"Black Walnut",0,1992,0.667
"1763",668,14,"Black Walnut",0,1991,0.385
"1764",687,26,"Black Walnut",0,2010,6.3
"1765",687,26,"Black Walnut",0,2006,5.4
"1766",687,26,"Black Walnut",0,2002,3.9
"1767",687,26,"Black Walnut",0,1999,2.77
"1768",687,26,"Black Walnut",0,1997,1.78
"1769",687,26,"Black Walnut",0,1995,1.276
"1770",687,26,"Black Walnut",0,1993,0.983
"1771",687,26,"Black Walnut",0,1992,0.655
"1772",687,26,"Black Walnut",0,1991,0.642
"1773",688,26,"Black Walnut",0,2010,1.4
"1774",688,26,"Black Walnut",0,2006,1.3
"1775",688,26,"Black Walnut",0,2002,0.96
"1776",688,26,"Black Walnut",0,1999,0.71
"1777",688,26,"Black Walnut",0,1995,0.461
"1778",688,26,"Black Walnut",0,1993,0.345
"1779",688,26,"Black Walnut",0,1992,0.24
"1780",688,26,"Black Walnut",0,1991,0.167
"1781",693,17,"Black Walnut",1,2010,1.6
"1782",693,17,"Black Walnut",1,2006,1.45
"1783",693,17,"Black Walnut",1,2002,1.34
"1784",693,17,"Black Walnut",1,1999,1.26
"1785",693,17,"Black Walnut",1,1997,0.73
"1786",693,17,"Black Walnut",1,1995,0.39
"1787",693,17,"Black Walnut",1,1993,0.24
"1788",693,17,"Black Walnut",1,1991,0.2
"1789",694,17,"Black Walnut",1,2010,2
"1790",694,17,"Black Walnut",1,2006,1.9
"1791",694,17,"Black Walnut",1,2002,1.6
"1792",694,17,"Black Walnut",1,1999,1.33
"1793",694,17,"Black Walnut",1,1997,1.05
"1794",694,17,"Black Walnut",1,1995,1.01
"1795",694,17,"Black Walnut",1,1993,0.82
"1796",694,17,"Black Walnut",1,1991,0.39
"1797",695,17,"Black Walnut",1,2010,1.8
"1798",695,17,"Black Walnut",1,2006,1.65
"1799",695,17,"Black Walnut",1,2002,1.5
"1800",695,17,"Black Walnut",1,1999,1.2
"1801",695,17,"Black Walnut",1,1997,0.87
"1802",695,17,"Black Walnut",1,1993,0.74
"1803",695,17,"Black Walnut",1,1991,0.4
"1804",697,17,"Black Walnut",1,2006,0.93
"1805",697,17,"Black Walnut",1,2002,0.85
"1806",697,17,"Black Walnut",1,1997,0.82
"1807",697,17,"Black Walnut",1,1995,0.72
"1808",697,17,"Black Walnut",1,1993,0.36
"1809",697,17,"Black Walnut",1,1991,0.19
"1810",699,17,"Black Walnut",1,2006,1.28
"1811",699,17,"Black Walnut",1,2002,1
"1812",699,17,"Black Walnut",1,1999,0.88
"1813",699,17,"Black Walnut",1,1997,0.68
"1814",699,17,"Black Walnut",1,1995,0.65
"1815",699,17,"Black Walnut",1,1993,0.5
"1816",699,17,"Black Walnut",1,1991,0.3
