"removed","freqchal","pvi2","obama","cperhs","sexexp","book","author","state","antifamily","cmedin","cperba","days2000","occult","language","homosexuality","violence","booktitle","tag","date_challenged","year_challenged","month_challenged","challenge_n"
0,0,-0.2,0,7.33804213135069,0,1747,"Wolfe, Daniel","CO",0,10346.5,8.67627013630731,1800,0,0,1,0,"T.E. Lawrence: Lives of Notable Gay Men and Lesbians","not_rmvd",2004-12-05,2004,12,1
0,0,-0.2,0,7.33804213135069,0,1942,"Lester, Julius and Joe Cepeda","CO",0,10346.5,8.67627013630731,1800,0,0,0,0,"What a Truly Cool World","not_rmvd",2004-12-05,2004,12,1
0,0,-0.2,0,7.33804213135069,0,1962,"Johnson, Kevin and James R. White","CO",0,10346.5,8.67627013630731,1800,0,0,0,0,"What's with the Dudes at the Door?","not_rmvd",2004-12-05,2004,12,1
0,0,-0.2,0,7.33804213135069,0,1977,"Manoy, Lauren","CO",0,10346.5,8.67627013630731,1800,1,0,0,0,"Where to Park Your Broomstick","not_rmvd",2004-12-05,2004,12,1
0,0,-0.2,0,7.33804213135069,0,2063,"Stieg, William","CO",0,10346.5,8.67627013630731,1800,0,0,0,1,"Zeke Pippin","not_rmvd",2004-12-05,2004,12,1
0,0,-0.2,0,7.33804213135069,1,945,"Longman, Christina","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Human Body, The","not_rmvd",2003-12-11,2003,12,1
0,0,-0.2,0,7.33804213135069,1,1218,"Hijuelos, Oscar","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Mambo Kings Play Songs of Love","not_rmvd",2003-12-11,2003,12,1
0,0,-0.2,0,7.33804213135069,0,1240,"Meyer, Carolyn","CO",0,10346.5,8.67627013630731,1440,0,1,0,0,"Mary, Bloody Mary","not_rmvd",2003-12-11,2003,12,1
0,1,-0.2,0,7.33804213135069,0,1409,"Naylor, Phyllis Reynolds","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Outrageously Alice","not_rmvd",2003-12-11,2003,12,1
0,0,-0.2,0,7.33804213135069,0,1514,"Maderas, Linda","CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Ready, Set, Grow!","not_rmvd",2003-12-11,2003,12,1
0,0,-0.2,0,7.33804213135069,0,1776,NA,"CO",0,10346.5,8.67627013630731,1440,0,0,0,0,"Thanksgiving Day","not_rmvd",2003-12-11,2003,12,1
0,0,-0.2,0,7.33804213135069,0,2051,"Franco, Betsy","CO",0,10346.5,8.67627013630731,1440,0,1,0,0,"You Hear Me?","not_rmvd",2003-12-11,2003,12,1
0,0,-0.2,0,7.33804213135069,0,984,"Horn, Stephen","CO",0,10346.5,8.67627013630731,1426,0,1,0,0,"In Her Defense","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,1,1015,"Helfrich, Mark","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Naked Pictures of My Ex-Girlfriend","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,1,1445,"Phillipe, Pierre","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Picasso Days, 1881-1935","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,0,1875,"Willhoite, Michael","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Uncle What-is-it Is Coming to Visit","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,1,1897,"Tan, Cecilia","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Velderet","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,0,1924,"Crew, Gary","CO",0,10346.5,8.67627013630731,1426,0,0,0,0,"Water Tower","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,0,2054,"Goldsmith, Olivia","CO",0,10346.5,8.67627013630731,1426,0,1,0,0,"Young Wives","not_rmvd",2003-11-27,2003,11,1
0,0,-0.2,0,7.33804213135069,1,221,"Gould, Judith","CO",0,10346.5,8.67627013630731,1425,0,0,0,0,"Best is Yet to Come","not_rmvd",2003-11-26,2003,11,1
0,0,-0.2,0,7.33804213135069,0,426,"N/A","CO",0,10346.5,8.67627013630731,1425,0,0,0,0,"Complete Idiot's Guide to Day Trading","not_rmvd",2003-11-26,2003,11,1
0,0,-0.2,0,7.33804213135069,0,731,"Sandison, David","CO",0,10346.5,8.67627013630731,1425,0,0,0,0,"Golden Years - 1950","not_rmvd",2003-11-26,2003,11,1
0,0,-0.2,0,7.33804213135069,0,1747,"Wolfe, Daniel","CO",0,10346.5,8.67627013630731,1352,0,0,1,0,"T.E. Lawrence: Lives of Notable Gay Men and Lesbians","not_rmvd",2003-09-14,2003,9,1
0,1,7.1,0,4.43804213135068,0,982,"Schwartz, Alvin","CT",0,16247.5,7.37627013630731,2229,1,0,0,1,"Scary Stories to Tell in the Dark","not_rmvd",2006-02-07,2006,2,1
0,0,7.1,0,4.43804213135068,1,629,"Chilton, Ida","CT",0,16247.5,7.37627013630731,1560,1,0,0,1,"Empty Grave, The","not_rmvd",2004-04-09,2004,4,1
0,0,7.1,0,4.43804213135068,1,1553,"Burroughs, Augusten","CT",0,16247.5,7.37627013630731,1254,0,1,1,0,"Running With Scissors","not_rmvd",2003-06-08,2003,6,1
0,0,7.1,0,4.43804213135068,1,416,"Sinclair, April","CT",0,16247.5,7.37627013630731,480,0,1,0,0,"Coffee Will Make You Black","not_rmvd",2001-04-25,2001,4,1
1,0,7.1,0,4.43804213135068,1,456,"Lebert, Benjamin","CT",0,16247.5,7.37627013630731,515,0,0,0,0,"Crazy: A Novel","rmvd",2001-05-30,2001,5,1
0,0,7.1,1,4.43804213135068,0,990,"McDonald, Brian","CT",0,16247.5,7.37627013630731,3525,0,0,0,1,"In the Middle of the Night","not_rmvd",2009-08-26,2009,8,1
0,1,7,1,3.03804213135068,1,1941,"Crutcher, Chris","DE",0,9167.5,0.97627013630731,3414,0,1,0,1,"Whale Talk","not_rmvd",2009-05-07,2009,5,1
1,0,7,0,3.03804213135068,0,12,"Pelzer, Dave","DE",0,9167.5,0.97627013630731,180,0,1,0,1,"A Child Called ""It""","rmvd",2000-06-29,2000,6,1
0,1,-1.8,0,0.33804213135069,0,868,"Rowling, J.K.","FL",1,372,-1.72372986369269,1344,1,0,0,0,"Harry Potter (series)","not_rmvd",2003-09-06,2003,9,1
1,0,-1.8,0,0.33804213135069,1,1141,"Ruby, Laura","FL",0,372,-1.72372986369269,1800,0,1,0,0,"Lilly's Ghost","rmvd",2004-12-05,2004,12,1
0,0,-1.8,1,0.33804213135069,1,741,"Von Ziegesar, Cecily","FL",0,372,-1.72372986369269,3805,0,1,0,0,"Gossip Girl (series)","not_rmvd",2010-06-02,2010,6,1
0,0,-1.8,1,0.33804213135069,1,722,"Anonymous","FL",0,372,-1.72372986369269,3197,0,1,0,0,"Go Ask Alice","not_rmvd",2008-10-02,2008,10,1
0,0,-1.8,1,0.33804213135069,0,1806,"Rhodes-Courter, Ashley","FL",0,372,-1.72372986369269,3197,0,0,0,0,"Three Little Words:  A Memoir","not_rmvd",2008-10-02,2008,10,1
1,0,-1.8,0,0.33804213135069,0,189,"Fitzhugh, Louise","FL",0,372,-1.72372986369269,60,0,0,0,1,"Bang, Bang, You're Dead","rmvd",2000-03-01,2000,3,1
1,0,-1.8,0,0.33804213135069,0,1392,"Lipsyte, Robert","FL",0,372,-1.72372986369269,0,0,1,0,0,"One Fat Summer","rmvd",2000-01-01,2000,1,1
0,0,-1.8,1,0.33804213135069,1,216,"Johnson, Maureen","FL",0,372,-1.72372986369269,3406,0,0,0,0,"Bermudez Triangle","not_rmvd",2009-04-29,2009,4,1
0,0,-1.8,1,0.33804213135069,1,741,"Von Ziegesar, Cecily","FL",0,372,-1.72372986369269,3406,0,0,0,0,"Gossip Girl (series)","not_rmvd",2009-04-29,2009,4,1
0,1,-1.8,0,0.33804213135069,1,527,"Blume, Judy","FL",0,372,-1.72372986369269,1472,0,0,0,0,"Deenie","not_rmvd",2004-01-12,2004,1,1
0,0,-1.8,0,0.33804213135069,0,725,"Rodgers, Mary","FL",0,372,-1.72372986369269,420,0,0,0,1,"Freaky Friday","not_rmvd",2001-02-24,2001,2,1
0,1,-1.8,0,0.33804213135069,1,716,"Lowry, Lois","FL",0,372,-1.72372986369269,0,0,0,0,1,"Giver, The","not_rmvd",2000-01-01,2000,1,1
1,0,-1.8,1,0.33804213135069,0,687,"Avi","FL",0,372,-1.72372986369269,3221,0,1,0,0,"Fighting Ground, The","rmvd",2008-10-26,2008,10,1
1,1,-1.8,0,0.33804213135069,0,140,"Lowry, Lois","FL",0,372,-1.72372986369269,1917,0,0,0,0,"Anastasia Again!","rmvd",2005-04-01,2005,4,1
1,0,-1.8,0,0.33804213135069,0,173,"Birdseye, Tom","FL",0,372,-1.72372986369269,1800,0,0,0,0,"Attack of the Mutant Underwear","rmvd",2004-12-05,2004,12,1
1,0,-1.8,0,0.33804213135069,1,610,"Javin, Linda","FL",0,372,-1.72372986369269,1380,0,0,0,0,"Eat Me","rmvd",2003-10-12,2003,10,1
1,0,-1.8,0,0.33804213135069,0,477,"McCormick, Patricia","FL",0,372,-1.72372986369269,801,0,0,0,0,"Cut","rmvd",2002-03-12,2002,3,1
0,0,-1.8,1,0.33804213135069,0,1005,"Hirst, Robin & Sally","FL",0,372,-1.72372986369269,3364,0,0,0,1,"My Place in Space","not_rmvd",2009-03-18,2009,3,1
0,0,-1.8,1,0.33804213135069,0,1578,"Drabble, Margaret","FL",0,372,-1.72372986369269,3364,0,1,0,0,"Sea Lady, The","not_rmvd",2009-03-18,2009,3,1
0,0,-1.8,0,0.33804213135069,0,443,"Naifeh, Ted","FL",0,372,-1.72372986369269,2399,0,1,0,0,"Courtney Crumrin and the Night Things","not_rmvd",2006-07-27,2006,7,1
0,0,-1.8,0,0.33804213135069,1,450,"Sidhwa, Bapsi","FL",0,372,-1.72372986369269,2352,0,0,0,0,"Cracking India","not_rmvd",2006-06-10,2006,6,1
0,0,-1.8,0,0.33804213135069,0,49,"Clinton, Cathryn","FL",0,372,-1.72372986369269,1473,0,0,0,0,"A Stone In My Hand","not_rmvd",2004-01-13,2004,1,1
0,0,-1.8,0,0.33804213135069,1,546,"King, Stephen","FL",0,372,-1.72372986369269,720,0,0,0,0,"Different Seasons","not_rmvd",2001-12-21,2001,12,1
0,1,-1.8,0,0.33804213135069,1,399,"Cormier, Robert","FL",0,372,-1.72372986369269,690,0,0,0,0,"Chocolate War, The","not_rmvd",2001-11-21,2001,11,1
0,1,-1.8,0,0.33804213135069,0,1025,"Harris, Robie","FL",0,372,-1.72372986369269,420,0,0,0,0,"It's Perfectly Normal","not_rmvd",2001-02-24,2001,2,1
0,1,-1.8,0,0.33804213135069,1,1025,"Harris, Robie","FL",0,372,-1.72372986369269,328,0,0,0,0,"It's Perfectly Normal","not_rmvd",2000-11-24,2000,11,1
0,0,-6.8,1,-0.961957868649321,0,304,"Blacker, Terence","GA",1,2239.5,0.276270136307311,3731,0,1,0,0,"Boy2Girl","not_rmvd",2010-03-20,2010,3,1
0,0,-6.8,0,-0.961957868649321,1,1830,"Springer, Nancy","GA",0,2239.5,0.276270136307311,3014,0,1,0,1,"Toughing It","not_rmvd",2008-04-02,2008,4,1
1,0,-6.8,1,-0.961957868649321,1,337,"Runyon, Brent","GA",0,2239.5,0.276270136307311,3307,0,1,0,0,"Burn Journals, The","rmvd",2009-01-20,2009,1,1
1,0,-6.8,0,-0.961957868649321,1,570,"Stine, R.L.","GA",0,2239.5,0.276270136307311,1472,0,0,0,1,"Double Date","rmvd",2004-01-12,2004,1,1
1,0,-6.8,0,-0.961957868649321,1,653,"Lynch, Chris","GA",0,2239.5,0.276270136307311,1472,0,0,0,1,"Extreme Elvin","rmvd",2004-01-12,2004,1,1
0,0,-6.8,0,-0.961957868649321,0,133,"Stewart, Jon","GA",0,2239.5,0.276270136307311,3080,0,1,0,0,"America (The Book):  A Citizen's Guide to Democracy Inaction","not_rmvd",2008-06-07,2008,6,1
0,0,-6.8,0,-0.961957868649321,0,653,"Lynch, Chris","GA",0,2239.5,0.276270136307311,1364,0,1,0,0,"Extreme Elvin","not_rmvd",2003-09-26,2003,9,1
1,0,-6.8,0,-0.961957868649321,0,170,"Lyga, Barry","GA",0,2239.5,0.276270136307311,2917,0,1,0,0,"Astonishing Adventures of Fanboy and Goth Girl, The","rmvd",2007-12-27,2007,12,1
0,0,-6.8,1,-0.961957868649321,0,993,"Collier, James Lincoln","GA",0,2239.5,0.276270136307311,3296,0,1,0,0,"My Brother Sam is Dead","not_rmvd",2009-01-09,2009,1,1
0,0,-6.8,0,-0.961957868649321,0,297,"Levithan, David","GA",0,2239.5,0.276270136307311,2699,0,0,1,0,"Boy Meets Boy","not_rmvd",2007-05-23,2007,5,1
0,0,-6.8,0,-0.961957868649321,0,728,"Bass, Ellen","GA",0,2239.5,0.276270136307311,2699,0,0,1,0,"Free Your Mind: The Book for Gay, Lesbian, and Bisexual Youth","not_rmvd",2007-05-23,2007,5,1
0,1,-6.8,0,-0.961957868649321,0,143,"Parnell, Peter and Justin Richardson","GA",0,2239.5,0.276270136307311,2411,0,0,1,0,"And Tango Makes Three","not_rmvd",2006-08-08,2006,8,1
0,0,-6.8,0,-0.961957868649321,0,1731,"Allard, Harry","GA",0,2239.5,0.276270136307311,445,0,0,0,0,"Stupid's Have a Ball, The","not_rmvd",2001-03-21,2001,3,1
0,0,1,0,6.53804213135068,1,29,"Hill, Ernest","IA",1,3921.5,-2.82372986369269,0,0,1,0,1,"A Life for a Life","not_rmvd",2000-01-01,2000,1,1
0,0,1,NA,6.53804213135068,1,722,"Anonymous","IA",0,3921.5,-2.82372986369269,NA,0,1,0,0,"Go Ask Alice","not_rmvd",NA,NA,NA,1
0,1,1,1,6.53804213135068,0,143,"Parnell, Peter and Justin Richardson","IA",1,3921.5,-2.82372986369269,3197,0,0,1,0,"And Tango Makes Three","not_rmvd",2008-10-02,2008,10,1
0,0,1,0,6.53804213135068,1,148,"Rennison, Louise","IA",0,3921.5,-2.82372986369269,2759,0,0,1,0,"Knocked Out By My Nunga-Nungas","not_rmvd",2007-07-22,2007,7,1
0,0,1,0,6.53804213135068,0,78,"Twain, Mark","IA",0,3921.5,-2.82372986369269,2770,0,1,0,0,"Adventures of Tom Sawyer, The","not_rmvd",2007-08-02,2007,8,1
0,1,1,0,6.53804213135068,0,399,"Cormier, Robert","IA",0,3921.5,-2.82372986369269,75,0,0,0,0,"Chocolate War, The","not_rmvd",2000-03-16,2000,3,1
1,0,1,NA,6.53804213135068,1,1569,"Locker, Sari","IA",0,3921.5,-2.82372986369269,NA,0,0,0,0,"Sari Says","rmvd",NA,NA,NA,1
1,0,1,0,6.53804213135068,0,1792,"O'Brien, Tim","IA",0,3921.5,-2.82372986369269,2110,0,1,0,0,"Things They Carried, The","rmvd",2005-10-11,2005,10,1
0,1,1,0,6.53804213135068,0,143,"Parnell, Peter and Justin Richardson","IA",1,3921.5,-2.82372986369269,2460,0,0,1,0,"And Tango Makes Three","not_rmvd",2006-09-26,2006,9,1
0,1,1,0,6.53804213135068,0,171,"Crutcher, Chris","IA",0,3921.5,-2.82372986369269,2179,0,1,1,0,"Athletic Shorts","not_rmvd",2005-12-19,2005,12,1
0,1,1,0,6.53804213135068,0,982,"Schwartz, Alvin","IA",0,3921.5,-2.82372986369269,751,0,0,0,1,"Scary Stories to Tell in the Dark","not_rmvd",2002-01-21,2002,1,1
1,0,1,NA,6.53804213135068,0,1154,"Sfar, Joann","IA",0,3921.5,-2.82372986369269,NA,0,0,0,1,"Little Vampire Does Kung Fu","rmvd",NA,NA,NA,1
1,0,1,1,6.53804213135068,0,69,"Alexie, Sherman","IA",0,3921.5,-2.82372986369269,3197,0,0,0,0,"Absolutely True Diary of a Part-Time Indian, The","rmvd",2008-10-02,2008,10,1
0,1,1,1,6.53804213135068,0,143,"Parnell, Peter and Justin Richardson","IA",0,3921.5,-2.82372986369269,3476,0,0,1,0,"And Tango Makes Three","not_rmvd",2009-07-08,2009,7,1
0,1,1,1,6.53804213135068,0,730,"Pullman, Philip","IA",0,3921.5,-2.82372986369269,3213,0,0,0,0,"Golden Compass, The","not_rmvd",2008-10-18,2008,10,1
0,0,1,0,6.53804213135068,0,1080,"Frankfurt, Harry G.","IA",0,3921.5,-2.82372986369269,2400,0,1,0,0,"On Bullshit","not_rmvd",2006-07-28,2006,7,1
1,0,-17.4,0,5.13804213135069,1,67,"Balducci, David","ID",0,3194,-2.32372986369269,720,0,1,0,1,"Absolute Power","rmvd",2001-12-21,2001,12,1
1,1,-17.4,1,5.13804213135069,0,515,"Crutcher, Chris","ID",0,3194,-2.32372986369269,3595,0,1,1,0,"Deadline","rmvd",2009-11-04,2009,11,1
1,1,-17.4,0,5.13804213135069,1,342,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Bury Me Deep","rmvd",2000-04-30,2000,4,1
1,1,-17.4,0,5.13804213135069,1,381,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Chain Letter 2","rmvd",2000-04-30,2000,4,1
1,1,-17.4,0,5.13804213135069,1,1143,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Listeners, The","rmvd",2000-04-30,2000,4,1
1,1,-17.4,0,5.13804213135069,1,1180,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Lost Mind, The","rmvd",2000-04-30,2000,4,1
1,1,-17.4,0,5.13804213135069,1,1256,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Midnight Club, The","rmvd",2000-04-30,2000,4,1
1,1,-17.4,0,5.13804213135069,1,1523,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Remember Me 3: The Last Story","rmvd",2000-04-30,2000,4,1
1,1,-17.4,0,5.13804213135069,1,1696,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Star Group, The","rmvd",2000-04-30,2000,4,1
0,0,-17.4,0,5.13804213135069,1,421,"Walker, Alice","ID",0,3194,-2.32372986369269,3090,0,1,1,0,"Color Purple, The","not_rmvd",2008-06-17,2008,6,1
1,0,-17.4,0,5.13804213135069,0,726,"Sweeney, Joyce","ID",0,3194,-2.32372986369269,424,0,1,0,0,"Free Fall","rmvd",2001-02-28,2001,2,1
1,1,-17.4,0,5.13804213135069,1,2010,"Pike, Christopher","ID",0,3194,-2.32372986369269,120,0,0,0,1,"Witch","rmvd",2000-04-30,2000,4,1
0,0,-17.4,0,5.13804213135069,1,1903,"Updike, John","ID",0,3194,-2.32372986369269,2399,0,1,0,0,"Villages","not_rmvd",2006-07-27,2006,7,1
1,0,-17.4,1,5.13804213135069,1,308,"Huxley, Aldous","ID",0,3194,-2.32372986369269,3487,0,0,0,0,"Brave New World","rmvd",2009-07-19,2009,7,1
1,0,7.7,0,1.83804213135069,1,1159,"Hernandez, Gilbert and Jaime Hernandez","IL",0,6489.5,2.07627013630731,2956,0,1,1,1,"Locas","rmvd",2008-02-04,2008,2,1
1,0,7.7,1,1.83804213135069,0,1000,"Merriam, Eve","IL",0,6489.5,2.07627013630731,3697,0,1,0,1,"Inner City Mother Goose, The","rmvd",2010-02-14,2010,2,1
1,0,7.7,1,1.83804213135069,1,1018,"Jukes, Mavis","IL",0,6489.5,2.07627013630731,3697,0,1,0,0,"It's a Girl Thing:  How to Stay Healthy, Safe and In Charge","rmvd",2010-02-14,2010,2,1
0,0,7.7,0,1.83804213135069,1,1434,"Chbosky, Stephen","IL",0,6489.5,2.07627013630731,2953,0,1,1,0,"Perks of Being a Wallflower, The","not_rmvd",2008-02-01,2008,2,1
0,0,7.7,0,1.83804213135069,0,1686,"Napoli, Donna Jo","IL",1,6489.5,2.07627013630731,597,0,0,0,0,"Spinners","not_rmvd",2001-08-20,2001,8,1
1,0,7.7,0,1.83804213135069,1,1052,"Picoult, Jodi","IL",0,6489.5,2.07627013630731,3127,0,1,0,0,"Nineteen Minutes","rmvd",2008-07-24,2008,7,1
1,0,7.7,0,1.83804213135069,1,1184,"Mackler, Carolyn","IL",0,6489.5,2.07627013630731,721,0,0,0,0,"Love and Other Four-Letter Words","rmvd",2001-12-22,2001,12,1
0,0,7.7,0,1.83804213135069,0,1430,"Ueda, Miwa","IL",0,6489.5,2.07627013630731,1917,0,0,0,1,"Peach Girl: Change of Heart, 9","not_rmvd",2005-04-01,2005,4,1
0,0,7.7,0,1.83804213135069,1,1717,"Burrison, John","IL",0,6489.5,2.07627013630731,801,0,1,0,0,"Storytellers: Folktales and Legends from the South","not_rmvd",2002-03-12,2002,3,1
1,1,7.7,1,1.83804213135069,1,501,"Naylor, Phyllis Reynolds","IL",0,6489.5,2.07627013630731,3155,0,0,0,0,"Dangerously Alice","rmvd",2008-08-21,2008,8,1
1,0,7.7,0,1.83804213135069,0,2034,"Dahl, Roald","IL",0,6489.5,2.07627013630731,2759,0,0,0,1,"Wonderful Story Henry Sugar and Six More, The","rmvd",2007-07-22,2007,7,1
1,0,7.7,0,1.83804213135069,1,87,"Miller, Mary Beth","IL",0,6489.5,2.07627013630731,1917,0,0,0,0,"Aimee","rmvd",2005-04-01,2005,4,1
0,0,7.7,1,1.83804213135069,0,1434,"Chbosky, Stephen","IL",1,6489.5,2.07627013630731,3517,0,0,0,0,"Perks of Being a Wallflower, The","not_rmvd",2009-08-18,2009,8,1
0,0,7.7,1,1.83804213135069,1,69,"Alexie, Sherman","IL",0,6489.5,2.07627013630731,3411,0,1,0,0,"Absolutely True Diary of a Part-Time Indian, The","not_rmvd",2009-05-04,2009,5,1
0,0,7.7,0,1.83804213135069,0,1805,"Gallico, Paul","IL",0,6489.5,2.07627013630731,597,0,0,0,0,"Thomasina, The Cat Who Thought She Was God","not_rmvd",2001-08-20,2001,8,1
1,0,7.7,1,1.83804213135069,1,974,"Calvino, Italo and William Weaver (translator)","IL",0,6489.5,2.07627013630731,3709,0,0,0,0,"If On a Winter's Night a Traveler","rmvd",2010-02-26,2010,2,1
1,0,7.7,1,1.83804213135069,1,1092,"Hosseini, Khaled","IL",0,6489.5,2.07627013630731,3487,0,0,0,0,"Kite Runner, The","rmvd",2009-07-19,2009,7,1
1,0,7.7,1,1.83804213135069,0,656,"Cooney, Caroline B.","IL",0,6489.5,2.07627013630731,3247,0,0,0,0,"Face on the Milk Carton, The","rmvd",2008-11-21,2008,11,1
1,0,7.7,0,1.83804213135069,0,511,"Heinlein, Robert A.","IL",0,6489.5,2.07627013630731,3127,0,0,0,0,"Day After Tomorrow, The","rmvd",2008-07-24,2008,7,1
0,0,7.7,1,1.83804213135069,0,1244,"Spiegelman, Art","IL",0,6489.5,2.07627013630731,3722,0,0,0,0,"Maus:  A Survivor's Tale","not_rmvd",2010-03-11,2010,3,1
0,0,7.7,1,1.83804213135069,0,18,"Ayer, Eleanor H.","IL",0,6489.5,2.07627013630731,3319,0,0,0,1,"A Firestorm Unleashed","not_rmvd",2009-02-01,2009,2,1
0,0,7.7,1,1.83804213135069,0,758,"Crowe, Chris","IL",0,6489.5,2.07627013630731,3266,0,0,0,1,"Getting Away With Murder:  The True Story of the Emmett Till Case","not_rmvd",2008-12-10,2008,12,1
0,0,7.7,1,1.83804213135069,0,1480,"Cabot, Meg","IL",0,6489.5,2.07627013630731,3201,0,0,0,0,"Princess Mia","not_rmvd",2008-10-06,2008,10,1
0,1,7.7,1,1.83804213135069,0,1067,"Lowry, Lois","IL",0,6489.5,2.07627013630731,3191,0,0,0,0,"Number the Stars","not_rmvd",2008-09-26,2008,9,1
0,0,7.7,1,1.83804213135069,0,1444,NA,"IL",0,6489.5,2.07627013630731,3179,0,0,0,0,"Photography Year 1974","not_rmvd",2008-09-14,2008,9,1
0,0,7.7,0,1.83804213135069,0,1627,"Steig, William","IL",0,6489.5,2.07627013630731,3152,0,1,0,0,"Shrek","not_rmvd",2008-08-18,2008,8,1
0,0,7.7,0,1.83804213135069,0,1419,"Allen, Judy","IL",0,6489.5,2.07627013630731,2404,0,0,0,0,"Panda","not_rmvd",2006-08-01,2006,8,1
0,0,7.7,0,1.83804213135069,1,291,"Pollan, Michael","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Botany of Desire: A Plant's-Eye View of the World, The","not_rmvd",2006-04-28,2006,4,1
0,0,7.7,0,1.83804213135069,1,663,"Myers, Walter Dean","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Fallen Angels","not_rmvd",2006-04-28,2006,4,1
0,0,7.7,0,1.83804213135069,1,724,"Levitt, Steven D.","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Freakonomics","not_rmvd",2006-04-28,2006,4,1
0,0,7.7,0,1.83804213135069,1,935,"Alvarez, Julia","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"How the Garcia Girls Lost Their Accents","not_rmvd",2006-04-28,2006,4,1
0,0,7.7,0,1.83804213135069,1,1434,"Chbosky, Stephen","IL",0,6489.5,2.07627013630731,2309,0,0,0,0,"Perks of Being a Wallflower, The","not_rmvd",2006-04-28,2006,4,1
0,0,7.7,0,1.83804213135069,0,1026,"Wright, Richard","IL",0,6489.5,2.07627013630731,2204,0,0,0,0,"Native Son","not_rmvd",2006-01-13,2006,1,1
0,0,7.7,0,1.83804213135069,0,484,"Willhoite, Michael","IL",0,6489.5,2.07627013630731,1917,0,0,1,0,"Daddy's Roommate","not_rmvd",2005-04-01,2005,4,1
0,0,7.7,0,1.83804213135069,0,1054,"Silverstein, Dr. Charles and Felice Picano","IL",0,6489.5,2.07627013630731,1917,0,0,0,0,"Joy of Gay Sex, The","not_rmvd",2005-04-01,2005,4,1
0,0,7.7,0,1.83804213135069,0,1083,"de Haan, Linda","IL",0,6489.5,2.07627013630731,1295,0,0,1,0,"King & King","not_rmvd",2003-07-19,2003,7,1
0,0,7.7,0,1.83804213135069,0,167,"Humphries, Barry","IL",0,6489.5,2.07627013630731,1119,0,0,0,0,"Ask Dame Edna","not_rmvd",2003-01-24,2003,1,1
0,0,7.7,0,1.83804213135069,0,1406,"Roberts, Kenneth J.","IL",0,6489.5,2.07627013630731,984,0,0,0,0,"Our Catholic Faith","not_rmvd",2002-09-11,2002,9,1
0,1,7.7,0,1.83804213135069,0,1009,"Crutcher, Chris","IL",0,6489.5,2.07627013630731,675,0,1,0,0,"Ironman","not_rmvd",2001-11-06,2001,11,1
1,0,-6.2,1,2.53804213135068,1,1434,"Chbosky, Stephen","IN",0,1086.5,-4.62372986369269,3204,0,1,1,0,"Perks of Being a Wallflower, The","rmvd",2008-10-09,2008,10,1
0,1,-6.2,0,2.53804213135068,1,1025,"Harris, Robie","IN",0,1086.5,-4.62372986369269,1917,0,0,1,0,"It's Perfectly Normal","not_rmvd",2005-04-01,2005,4,1
1,0,-6.2,0,2.53804213135068,1,453,"Childress, Mark","IN",0,1086.5,-4.62372986369269,270,0,1,0,1,"Crazy in Alabama","rmvd",2000-09-27,2000,9,1
1,1,-6.2,0,2.53804213135068,0,399,"Cormier, Robert","IN",0,1086.5,-4.62372986369269,1556,0,1,0,0,"Chocolate War, The","rmvd",2004-04-05,2004,4,1
0,0,-6.2,1,2.53804213135068,0,1758,"Hewlitt, Jamie","IN",0,1086.5,-4.62372986369269,3378,0,0,0,1,"Tank Girl","not_rmvd",2009-04-01,2009,4,1
0,0,-6.2,1,2.53804213135068,1,983,"Mason, Bobbie Ann","IN",0,1086.5,-4.62372986369269,3309,0,1,0,0,"In Country","not_rmvd",2009-01-22,2009,1,1
0,1,-6.2,1,2.53804213135068,0,868,"Rowling, J.K.","IN",0,1086.5,-4.62372986369269,3276,1,0,0,0,"Harry Potter (series)","not_rmvd",2008-12-20,2008,12,1
